pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
8.17,1.61,0.83,7.19,0,TRUE
6.79,1.49,0.81,7.19,50,FALSE
8.9,3.26,0.77,6.74,50,TRUE
7.48,4.39,0.64,7.74,0,TRUE
7.06,2.06,0.63,7.31,0,TRUE
7.96,2.05,0.59,7.71,0,TRUE
7.76,1.41,0.54,7.37,50,TRUE
7.42,1.98,0.52,7.73,25,TRUE
7.26,1.16,0.52,7.17,0,TRUE
8.13,1.05,0.88,7.32,50,TRUE
7.68,3.51,0.92,7.22,0,TRUE
7.9,4.99,0.75,7.59,0,TRUE
7.88,3.73,0.85,7.1,25,TRUE
7.06,4.37,0.66,7.33,50,TRUE
7.78,11.46,0.74,7.6,25,FALSE
7.84,2.74,0.94,7.12,25,TRUE
7.2,2.74,0.81,7.23,25,TRUE
6.81,1.34,0.62,7.1,0,TRUE
7.47,2.15,0.87,7.56,25,TRUE
7.59,1.22,0.76,7.77,0,TRUE
8.27,2.34,0.7,6.78,0,TRUE
7.59,1.13,0.53,7.33,0,TRUE
6.5,3.46,0.57,6.6,25,TRUE
7.57,1.34,0.77,7.58,25,TRUE
6.1,3.43,0.88,7.03,25,TRUE
6.87,4.01,0.57,6.96,0,TRUE
8.13,3.35,0.53,7.5,50,TRUE
7.03,2.05,7.6,7.05,25,FALSE
6.88,3.87,0.95,6.68,25,TRUE
6.14,1.56,0.56,6.79,25,TRUE
8.1,1.02,0.93,7.22,0,TRUE
7.98,3.23,0.65,7.9,0,TRUE
8.91,1.32,0.61,7.95,50,TRUE
8.85,2.47,0.96,7.9,50,TRUE
8.36,1.23,0.73,6.53,0,TRUE
7.43,1.91,0.66,7.48,50,TRUE
7.46,4.98,0.87,6.59,0,TRUE
6.22,3.4,0.85,6.86,25,TRUE
7.25,2.83,0.77,7.74,50,TRUE
7.46,1.6,0.71,7.51,50,TRUE
10.13,4.05,0.88,7.57,25,FALSE
7.06,4.61,0.88,6.52,25,TRUE
6.72,4.01,0.76,7.86,25,TRUE
6.17,1.99,0.58,7.72,25,TRUE
6.61,3.51,0.92,6.85,0,TRUE
8.08,2.2,0.58,7.45,0,TRUE
7.51,4.53,0.94,7.92,50,TRUE
7.7,1.36,0.72,6.58,50,TRUE
7.67,2.31,0.98,7.45,25,TRUE
6.15,1.4,0.78,7.63,25,TRUE
7.39,4.69,0.63,6.78,0,TRUE
6.59,4.33,0.64,7.0,25,TRUE
7.57,4.13,0.86,7.4,50,TRUE
7.36,15.17,0.6,7.8,25,FALSE
6.86,1.52,0.73,7.99,25,TRUE
7.55,3.88,0.86,6.56,0,TRUE
6.97,1.63,0.53,7.43,25,TRUE
7.84,4.39,0.69,7.29,50,TRUE
7.46,4.54,0.57,7.31,50,TRUE
7.14,2.26,0.69,6.81,0,TRUE
6.72,1.1,0.76,7.38,0,TRUE
6.88,1.7,0.84,7.06,25,TRUE
7.97,2.22,0.7,7.53,50,TRUE
6.53,1.53,0.63,7.6,0,TRUE
7.64,4.66,0.72,6.58,25,TRUE
6.54,2.62,0.58,7.61,0,TRUE
6.84,3.99,19.92,6.77,25,FALSE
8.32,2.32,0.93,7.88,50,TRUE
8.15,4.39,0.55,7.76,50,TRUE
7.31,3.44,0.89,7.08,50,TRUE
8.06,1.63,0.58,7.43,50,TRUE
7.01,4.82,0.91,6.95,25,TRUE
8.25,4.03,0.96,7.6,50,TRUE
8.96,3.3,0.55,7.98,50,TRUE
7.29,2.37,0.58,7.67,50,TRUE
7.11,3.7,0.7,7.14,50,TRUE
8.36,3.97,0.68,6.54,0,TRUE
8.27,1.47,0.7,6.51,50,TRUE
7.92,1.41,0.51,7.26,25,TRUE
7.53,2.42,14.86,7.66,50,FALSE
6.24,3.58,0.65,7.08,25,TRUE
6.51,3.44,0.97,6.95,25,TRUE
7.58,2.01,0.92,7.17,0,TRUE
7.78,3.16,0.96,6.62,25,TRUE
7.52,4.75,0.53,6.68,25,TRUE
7.96,4.1,0.61,7.36,25,TRUE
7.35,2.0,0.93,7.56,50,TRUE
6.83,1.8,0.88,7.09,25,TRUE
7.29,3.3,0.95,6.53,50,TRUE
7.32,1.39,0.93,6.65,50,TRUE
7.84,2.53,0.61,6.9,50,TRUE
7.38,1.66,0.91,7.54,25,TRUE
10.32,4.0,0.56,7.87,50,FALSE
8.55,3.37,0.61,7.1,50,TRUE
7.05,1.07,0.77,6.87,50,TRUE
7.94,1.54,0.89,7.89,0,TRUE
7.76,1.76,0.77,7.7,25,TRUE
7.17,3.34,0.64,7.42,50,TRUE
6.99,1.17,0.85,7.76,0,TRUE
6.35,4.86,0.74,7.63,25,TRUE
8.37,4.49,0.9,7.41,0,TRUE
7.78,2.73,0.55,7.05,25,TRUE
7.23,4.18,0.59,7.98,0,TRUE
6.57,2.52,0.81,7.56,0,TRUE
7.8,2.75,0.56,6.74,50,TRUE
9.76,2.36,0.89,7.47,0,FALSE
7.53,1.29,0.85,7.03,0,TRUE
6.55,1.03,0.7,7.22,25,TRUE
7.38,3.62,0.94,6.82,50,TRUE
7.67,3.28,0.61,7.12,50,TRUE
6.99,3.78,0.57,7.24,0,TRUE
7.12,1.82,0.82,7.03,25,TRUE
8.45,3.7,0.8,6.52,50,TRUE
7.11,4.44,0.96,7.03,0,TRUE
8.88,1.32,0.56,7.28,50,TRUE
7.45,3.97,0.92,6.75,25,TRUE
7.44,1.41,0.89,6.68,50,TRUE
7.34,4.33,0.59,6.99,25,TRUE
10.52,1.65,0.86,7.28,25,FALSE
7.91,1.2,0.77,7.76,25,TRUE
8.53,2.81,0.75,7.33,50,TRUE
7.86,3.35,0.66,6.63,25,TRUE
8.14,2.04,0.86,7.31,0,TRUE
6.81,3.05,0.98,7.87,25,TRUE
7.22,2.61,0.69,6.92,50,TRUE
7.08,2.27,0.59,6.88,25,TRUE
8.43,1.33,0.95,6.83,0,TRUE
6.62,3.15,0.89,6.94,0,TRUE
7.59,1.59,0.81,7.46,0,TRUE
8.49,1.3,0.8,7.13,0,TRUE
7.79,1.16,0.75,7.98,50,TRUE
6.79,3.29,0.77,16.05,25,FALSE
8.55,4.61,0.83,7.99,50,TRUE
8.43,3.97,0.87,6.52,50,TRUE
6.57,2.47,0.52,7.48,0,TRUE
8.26,1.79,0.97,6.78,50,TRUE
8.1,3.26,0.82,7.79,0,TRUE
7.82,3.32,0.92,7.01,25,TRUE
6.88,3.68,0.65,6.66,25,TRUE
7.04,2.08,0.81,7.63,50,TRUE
7.93,2.62,0.54,7.51,25,TRUE
7.59,1.95,0.97,6.71,50,TRUE
6.58,3.63,0.98,7.68,25,TRUE
8.19,2.08,0.76,7.71,0,TRUE
7.69,3.62,0.6,7.42,0,FALSE
7.36,2.21,0.62,7.07,50,TRUE
8.17,4.44,0.71,7.24,0,TRUE
7.95,1.7,0.6,6.91,50,TRUE
7.53,3.19,0.62,6.72,50,TRUE
7.53,2.57,0.71,7.52,0,TRUE
7.38,2.17,0.7,6.68,0,TRUE
8.65,4.48,0.61,6.58,50,TRUE
8.3,3.02,0.66,7.16,50,TRUE
7.04,3.26,0.73,7.12,0,TRUE
7.83,3.88,0.92,7.9,50,TRUE
6.33,2.32,0.69,7.61,25,TRUE
7.64,2.82,0.96,7.9,50,TRUE
6.97,2.46,9.66,6.91,50,FALSE
8.07,1.87,0.96,7.56,25,TRUE
6.73,3.33,0.9,6.59,25,TRUE
6.59,1.1,0.61,6.59,0,TRUE
7.49,4.13,0.85,7.85,25,TRUE
6.7,2.43,0.74,6.66,25,TRUE
7.7,1.4,0.91,6.73,25,TRUE
8.77,2.61,0.73,7.01,50,TRUE
7.73,4.38,0.99,7.48,50,TRUE
6.47,1.95,0.88,7.15,25,TRUE
6.77,3.45,0.73,6.73,25,TRUE
8.07,1.29,0.54,7.26,50,TRUE
7.56,3.4,0.68,6.97,0,TRUE
7.59,5.0,0.99,7.2,25,FALSE
7.85,1.23,0.71,6.67,50,TRUE
7.57,1.04,0.96,6.67,25,TRUE
7.78,4.37,0.69,6.63,25,TRUE
7.5,3.6,0.73,6.63,0,TRUE
6.57,1.11,0.73,7.25,25,TRUE
6.94,1.12,0.83,7.38,0,TRUE
7.23,2.09,0.76,6.99,50,TRUE
6.99,4.8,0.6,7.66,25,TRUE
7.3,3.5,0.84,6.83,0,TRUE
6.75,2.37,0.88,6.9,25,TRUE
6.25,1.91,0.68,7.3,25,TRUE
7.15,1.09,0.51,7.39,0,TRUE
7.31,18.35,0.52,6.77,25,FALSE
8.04,2.56,0.98,7.48,25,TRUE
6.3,4.17,0.78,6.94,25,TRUE
6.85,3.64,0.83,7.54,0,TRUE
7.37,3.01,0.59,7.66,0,TRUE
8.16,1.47,0.61,7.11,0,TRUE
8.06,3.53,0.52,7.51,25,TRUE
6.17,1.55,0.77,7.69,25,TRUE
7.76,1.52,0.82,6.72,0,TRUE
7.45,3.9,0.82,6.93,0,TRUE
7.77,4.84,0.59,6.92,25,TRUE
6.84,3.85,0.86,7.21,25,TRUE
8.18,1.64,0.97,7.47,0,TRUE
11.66,3.09,0.77,7.11,25,FALSE
8.01,4.24,0.79,7.38,0,TRUE
7.54,1.24,0.61,6.55,0,TRUE
6.91,3.64,0.75,6.9,0,TRUE
7.19,4.35,0.56,7.49,50,TRUE
6.88,2.44,0.78,7.13,25,TRUE
7.86,2.61,0.53,6.71,50,TRUE
6.82,1.72,0.93,6.86,25,TRUE
7.66,2.34,0.83,6.57,0,TRUE
8.04,2.99,0.68,6.8,25,TRUE
7.12,4.81,0.76,7.77,0,TRUE
8.06,1.53,0.89,6.9,50,TRUE
6.7,3.43,0.57,6.85,0,TRUE
7.92,15.1,0.84,6.81,0,FALSE
7.07,2.05,0.53,6.89,0,TRUE
8.57,2.55,0.89,6.71,50,TRUE
6.93,4.68,0.79,7.06,0,TRUE
6.14,1.55,0.67,7.04,25,TRUE
6.88,4.38,0.71,7.87,25,TRUE
6.68,4.32,0.91,7.8,0,TRUE
7.17,2.72,0.76,7.1,0,TRUE
6.7,3.47,0.61,7.92,0,TRUE
8.06,1.81,0.56,7.3,0,TRUE
8.47,1.26,0.79,7.97,0,TRUE
6.99,2.21,0.64,7.21,25,TRUE
6.87,1.18,0.8,7.18,0,TRUE
7.86,18.59,0.51,6.97,25,FALSE
7.48,3.45,0.63,7.27,0,TRUE
8.05,2.68,0.62,7.8,0,TRUE
7.79,4.32,0.89,7.85,0,TRUE
6.85,2.41,0.92,6.82,25,TRUE
8.78,1.93,0.91,7.07,50,TRUE
6.67,3.11,0.85,7.98,0,TRUE
8.04,3.44,0.9,7.14,25,TRUE
7.91,1.44,0.54,7.16,0,TRUE
6.93,2.51,0.83,6.7,25,TRUE
8.44,3.4,0.87,7.18,0,TRUE
7.76,1.6,0.95,6.81,25,TRUE
7.31,1.73,0.57,7.3,0,TRUE
12.85,2.13,0.85,6.71,50,FALSE
7.05,4.96,0.71,6.65,50,TRUE
8.22,4.1,0.86,7.37,0,TRUE
7.63,4.44,0.87,7.0,50,TRUE
6.68,1.62,0.6,7.27,25,TRUE
7.32,2.41,0.65,7.16,25,TRUE
7.95,4.03,0.72,7.14,25,TRUE
8.21,1.38,0.98,6.53,50,TRUE
7.26,4.7,0.84,6.69,25,TRUE
7.8,4.5,0.93,7.91,50,TRUE
6.8,2.78,0.81,6.81,25,TRUE
8.52,3.3,0.95,7.48,50,TRUE
6.7,3.0,0.53,6.64,25,TRUE
6.54,4.91,6.59,6.67,25,FALSE
8.03,1.93,0.74,6.71,0,TRUE
6.53,3.02,0.76,6.99,25,TRUE
8.86,3.71,0.97,7.54,50,TRUE
7.83,2.54,0.84,7.74,25,TRUE
7.01,4.41,0.91,7.87,50,TRUE
8.02,4.44,0.82,6.74,0,TRUE
7.0,1.01,0.75,6.62,25,TRUE
7.41,1.97,0.72,7.24,25,TRUE
8.54,4.02,0.55,7.16,50,TRUE
7.03,3.86,0.91,6.92,25,TRUE
7.9,3.62,0.76,7.76,25,TRUE
7.92,2.9,0.51,7.11,0,TRUE
7.39,2.04,0.73,6.82,50,FALSE
6.55,2.65,0.87,7.78,0,TRUE
7.88,2.02,0.68,7.34,0,TRUE
8.22,2.66,0.95,7.87,0,TRUE
6.69,2.55,0.65,6.79,0,TRUE
8.39,3.17,0.88,7.35,0,TRUE
8.12,1.32,0.59,6.96,50,TRUE
7.88,4.09,0.92,7.8,50,TRUE
6.88,3.33,0.99,7.93,0,TRUE
7.29,4.11,0.66,6.56,50,TRUE
7.23,4.87,0.96,6.59,25,TRUE
7.66,4.26,0.82,7.0,50,TRUE
6.81,4.67,0.69,7.49,0,TRUE
7.35,3.99,0.53,7.03,50,FALSE
7.14,3.17,0.81,7.61,50,TRUE
7.48,4.03,0.71,7.31,0,TRUE
6.94,3.13,0.83,6.91,25,TRUE
7.66,4.77,0.98,6.84,25,TRUE
8.01,3.4,0.78,6.83,25,TRUE
7.44,1.16,0.67,6.69,50,TRUE
7.42,1.29,0.68,7.21,25,TRUE
8.88,1.88,0.65,6.75,50,TRUE
8.12,2.14,0.67,7.09,50,TRUE
8.03,2.13,0.81,6.82,50,TRUE
7.49,4.78,0.72,7.88,0,TRUE
7.39,3.61,0.63,7.09,50,TRUE
7.58,2.46,0.75,7.18,25,FALSE
8.89,2.77,0.6,6.57,50,TRUE
7.75,1.39,0.53,7.12,25,TRUE
8.01,4.99,0.64,7.5,0,TRUE
8.6,2.17,0.55,7.98,50,TRUE
7.48,1.68,0.54,7.05,50,TRUE
6.71,4.53,0.94,7.75,0,TRUE
7.37,3.33,0.84,7.08,25,TRUE
8.04,1.3,1.0,6.67,50,TRUE
6.47,1.55,0.51,7.04,25,TRUE
7.4,2.9,0.98,6.93,0,TRUE
7.69,4.35,0.69,7.52,50,TRUE
7.42,4.26,0.88,7.26,0,TRUE
7.32,1.52,0.9,7.01,25,FALSE
8.32,4.0,0.59,7.98,50,TRUE
8.26,1.83,0.68,6.52,0,TRUE
8.01,4.15,0.77,7.48,50,TRUE
8.34,1.3,0.74,7.43,0,TRUE
8.08,1.02,0.83,6.72,0,TRUE
8.03,4.97,0.76,7.69,0,TRUE
7.6,4.75,0.79,6.72,50,TRUE
7.9,3.26,0.68,6.95,0,TRUE
8.08,1.32,0.77,6.97,50,TRUE
6.56,3.51,0.84,7.62,0,TRUE
8.47,2.48,0.87,7.67,0,TRUE
7.04,3.5,0.53,6.5,0,TRUE
6.95,3.89,0.83,7.71,50,FALSE
7.31,4.13,0.76,7.75,25,TRUE
7.62,2.85,0.73,6.56,50,TRUE
6.99,3.08,0.63,6.69,0,TRUE
8.2,1.17,0.96,7.4,0,TRUE
8.89,1.92,0.67,7.27,50,TRUE
6.65,4.88,0.78,7.91,25,TRUE
7.66,3.6,0.72,6.86,25,TRUE
8.6,3.06,0.65,7.58,50,TRUE
8.24,3.8,0.66,6.66,0,TRUE
7.81,2.93,0.65,6.5,50,TRUE
7.03,2.44,0.54,6.56,0,TRUE
7.39,4.21,0.53,6.78,50,TRUE
7.22,3.94,11.42,7.22,50,FALSE
7.83,1.55,0.75,7.99,0,TRUE
8.58,2.16,0.87,6.82,50,TRUE
7.21,1.76,0.87,7.3,50,TRUE
8.12,4.5,0.64,7.09,0,TRUE
7.71,2.5,0.9,7.46,50,TRUE
7.97,4.95,0.61,6.73,25,TRUE
8.22,4.55,0.53,7.07,50,TRUE
6.91,2.52,0.81,7.88,0,TRUE
7.91,3.88,0.98,7.89,25,TRUE
7.37,1.3,0.67,7.86,25,TRUE
7.63,1.24,0.76,7.35,50,TRUE
7.89,1.22,0.81,7.42,50,TRUE
7.96,4.22,11.63,7.69,0,FALSE
8.47,1.1,0.83,6.93,0,TRUE
6.31,3.62,0.84,7.33,25,TRUE
7.28,3.2,0.66,6.82,25,TRUE
6.92,3.0,0.74,6.73,0,TRUE
8.35,1.52,0.66,7.61,50,TRUE
6.83,4.3,0.76,6.59,0,TRUE
7.63,1.61,0.68,7.81,0,TRUE
6.91,1.58,0.88,6.87,0,TRUE
7.86,3.08,0.75,7.57,25,TRUE
6.38,1.68,0.67,7.91,25,TRUE
7.63,2.29,0.72,7.01,0,TRUE
7.63,2.42,0.52,6.92,0,TRUE
7.82,4.94,0.71,18.49,0,FALSE
6.76,4.56,0.81,7.53,25,TRUE
8.8,4.56,0.96,6.96,50,TRUE
7.3,4.47,0.93,6.81,0,TRUE
6.73,2.63,0.87,6.51,25,TRUE
7.27,3.75,0.87,7.83,0,TRUE
7.66,4.75,0.93,7.1,0,TRUE
7.27,3.92,0.71,7.63,50,TRUE
7.28,1.61,0.55,6.77,0,TRUE
7.87,3.06,0.97,7.62,25,TRUE
6.2,3.96,0.83,7.39,25,TRUE
7.09,1.05,0.86,7.53,25,TRUE
7.97,4.84,0.58,7.26,50,TRUE
7.02,10.32,0.88,7.93,25,FALSE
7.2,2.83,0.8,7.46,25,TRUE
6.49,3.09,0.87,6.89,25,TRUE
8.31,2.74,0.69,7.47,0,TRUE
7.25,3.09,0.67,7.38,0,TRUE
7.08,2.99,0.93,7.5,0,TRUE
8.34,2.84,0.61,7.78,0,TRUE
6.26,3.84,0.66,6.68,25,TRUE
6.89,3.27,0.97,6.84,25,TRUE
7.17,1.33,0.59,7.29,0,TRUE
7.22,4.81,0.57,6.73,25,TRUE
7.27,1.98,0.64,7.89,50,TRUE
8.76,2.9,0.73,6.84,50,TRUE
13.39,2.64,0.95,7.82,25,FALSE
6.84,3.18,0.58,7.89,0,TRUE
7.52,1.9,0.5,7.25,50,TRUE
8.05,3.68,0.8,7.07,50,TRUE
7.67,1.08,0.94,7.8,0,TRUE
7.59,4.59,0.85,7.3,25,TRUE
7.87,1.36,0.57,7.54,0,TRUE
8.5,4.7,0.64,7.01,50,TRUE
6.97,4.26,0.77,6.51,0,TRUE
8.29,4.02,0.52,7.57,50,TRUE
8.76,4.15,0.78,6.96,50,TRUE
7.12,2.91,0.54,6.91,25,TRUE
7.38,1.92,0.98,7.9,0,TRUE
6.75,18.77,0.57,7.26,0,FALSE
8.57,2.06,0.57,7.32,50,TRUE
7.25,2.96,0.9,7.03,0,TRUE
7.78,1.63,0.51,7.45,25,TRUE
6.29,4.14,0.52,6.9,25,TRUE
7.66,2.39,0.69,6.96,0,TRUE
6.46,3.24,0.75,7.23,25,TRUE
7.31,4.24,0.64,7.0,50,TRUE
8.48,1.46,0.51,7.74,50,TRUE
7.69,4.49,0.55,7.74,25,TRUE
6.32,2.46,0.93,7.52,25,TRUE
7.23,4.47,0.89,7.17,0,TRUE
8.26,4.98,0.66,6.8,0,TRUE
6.9,4.82,16.53,6.63,50,FALSE
7.22,3.5,0.51,7.42,0,TRUE
7.86,3.57,0.61,7.17,0,TRUE
6.5,4.04,0.87,6.63,25,TRUE
6.86,1.3,0.77,7.97,25,TRUE
7.3,1.9,0.63,6.91,25,TRUE
7.71,4.21,0.86,6.59,25,TRUE
7.48,2.51,0.89,7.83,0,TRUE
7.28,2.58,0.58,7.07,25,TRUE
6.89,2.32,0.6,7.17,25,TRUE
8.06,2.0,0.85,7.27,0,TRUE
6.58,4.67,0.82,6.52,0,TRUE
6.18,3.59,0.91,7.16,25,TRUE
7.9,3.83,0.77,6.9,0,FALSE
8.59,3.54,0.65,7.04,50,TRUE
6.58,4.92,0.63,7.05,25,TRUE
7.32,2.82,0.78,7.81,0,TRUE
7.7,3.24,0.91,7.65,25,TRUE
7.31,1.16,0.8,7.13,25,TRUE
7.04,2.54,0.6,7.57,25,TRUE
7.35,4.98,0.71,7.96,0,TRUE
7.34,1.57,0.67,7.26,0,TRUE
7.63,2.68,0.62,7.99,25,TRUE
7.57,1.09,0.93,7.18,25,TRUE
7.84,2.8,0.74,7.87,0,TRUE
8.18,4.48,0.89,7.61,0,TRUE
6.98,4.43,0.86,10.03,0,FALSE
7.05,1.69,0.74,6.84,25,TRUE
7.6,3.27,0.6,7.55,25,TRUE
8.87,4.14,0.59,6.79,50,TRUE
7.26,3.22,0.95,7.19,0,TRUE
7.01,3.43,0.98,6.99,50,TRUE
7.32,1.68,0.98,7.69,25,TRUE
7.8,1.04,0.85,7.18,50,TRUE
7.23,2.86,0.73,6.97,0,TRUE
6.19,3.12,0.58,8.0,25,TRUE
7.64,3.69,0.69,7.54,0,TRUE
6.74,3.04,0.68,7.92,0,TRUE
7.83,2.73,0.8,7.59,50,TRUE
7.86,3.75,0.85,10.12,0,FALSE
7.9,3.39,0.87,7.4,0,TRUE
8.28,4.74,0.77,7.59,50,TRUE
7.49,1.43,0.79,7.48,50,TRUE
7.62,4.98,0.98,6.56,0,TRUE
6.86,1.93,0.9,6.89,0,TRUE
6.58,3.03,0.77,7.65,0,TRUE
8.33,3.97,0.85,6.5,50,TRUE
7.47,3.66,0.91,7.68,0,TRUE
7.86,2.69,0.89,7.99,25,TRUE
6.85,4.82,0.54,6.74,0,TRUE
7.78,2.85,0.68,7.56,50,TRUE
8.55,2.57,0.57,7.26,50,TRUE
7.53,3.27,0.79,6.78,25,FALSE
6.82,4.22,0.69,6.61,0,TRUE
7.69,4.55,0.53,6.89,0,TRUE
8.56,4.33,0.67,6.6,50,TRUE
7.27,2.74,0.62,7.87,0,TRUE
7.08,1.75,0.94,7.14,25,TRUE
6.27,3.55,0.61,7.62,25,TRUE
8.39,3.53,0.75,7.75,0,TRUE
7.89,1.8,0.79,6.92,0,TRUE
6.86,4.17,0.93,6.5,25,TRUE
8.02,3.05,0.73,7.33,50,TRUE
6.26,4.95,0.52,6.63,25,TRUE
6.7,4.3,0.67,7.66,0,TRUE
7.74,4.48,0.72,7.19,50,FALSE
6.78,1.01,0.61,6.54,0,TRUE
7.82,1.77,0.79,7.88,50,TRUE
7.81,2.8,0.58,6.71,0,TRUE
8.53,2.69,0.77,6.97,50,TRUE
7.54,3.39,0.99,7.05,0,TRUE
7.57,4.68,0.8,7.5,0,TRUE
6.47,4.65,0.96,7.36,25,TRUE
7.63,1.44,0.56,7.96,0,TRUE
6.61,4.42,0.62,7.63,0,TRUE
7.42,4.61,0.59,6.58,50,TRUE
7.02,1.19,0.77,6.74,25,TRUE
7.19,4.62,0.84,7.91,0,TRUE
6.85,2.19,0.83,12.56,25,FALSE
8.86,1.95,0.63,6.52,50,TRUE
8.32,1.81,0.93,7.09,0,TRUE
7.2,2.26,0.83,7.09,50,TRUE
8.33,4.04,0.59,7.34,50,TRUE
8.45,4.38,0.6,6.93,50,TRUE
7.88,1.62,0.76,7.78,0,TRUE
8.19,3.56,0.68,6.76,50,TRUE
7.71,1.24,0.78,7.27,25,TRUE
8.61,2.34,0.75,6.64,50,TRUE
7.46,3.36,0.97,7.97,0,TRUE
7.7,3.61,0.55,6.75,0,TRUE
6.58,4.15,0.9,7.68,25,TRUE
7.92,13.92,0.52,7.34,50,FALSE
8.96,3.66,0.66,7.59,50,TRUE
7.07,4.22,0.56,7.95,0,TRUE
8.82,1.53,0.98,6.62,50,TRUE
7.04,2.01,0.92,7.76,50,TRUE
6.8,4.07,0.78,6.92,25,TRUE
6.26,1.05,0.67,6.71,25,TRUE
8.38,2.07,0.94,7.63,0,TRUE
6.6,1.06,0.71,6.9,25,TRUE
8.18,3.32,0.55,7.34,50,TRUE
7.83,1.25,0.86,6.98,25,TRUE
7.06,2.1,0.88,7.44,25,TRUE
8.91,2.19,0.75,7.55,50,TRUE
7.32,3.32,0.9,15.32,50,FALSE
7.07,4.4,0.89,6.73,50,TRUE
7.44,3.68,0.89,6.98,50,TRUE
7.26,3.47,0.94,7.35,0,TRUE
7.94,4.04,0.7,7.68,50,TRUE
8.05,2.24,0.68,6.63,0,TRUE
7.61,4.2,0.69,7.86,0,TRUE
8.35,3.41,0.54,7.11,50,TRUE
7.54,3.54,0.77,6.97,0,TRUE
7.62,1.56,0.6,7.47,25,TRUE
8.51,4.29,1.0,7.81,50,TRUE
8.85,4.5,0.8,7.86,50,TRUE
8.44,4.32,0.63,6.96,50,TRUE
7.72,12.08,0.95,7.35,50,FALSE
8.52,3.62,0.52,7.75,50,TRUE
7.32,1.85,0.7,7.53,25,TRUE
7.49,2.17,0.93,7.09,50,TRUE
6.85,1.2,0.5,6.93,25,TRUE
8.74,3.87,0.92,7.57,50,TRUE
8.95,3.08,0.6,7.4,50,TRUE
8.05,4.19,0.94,6.84,50,TRUE
8.07,3.75,0.97,7.07,25,TRUE
7.42,2.67,0.79,7.28,0,TRUE
7.41,2.14,0.59,6.95,0,TRUE
7.17,1.89,0.89,6.68,0,TRUE
7.64,4.08,0.75,6.9,25,TRUE
11.7,4.95,0.51,7.53,50,FALSE
8.44,2.9,0.58,6.58,50,TRUE
7.51,4.41,0.63,7.53,0,TRUE
7.63,1.78,0.97,7.54,0,TRUE
7.36,4.91,0.65,7.77,0,TRUE
7.82,4.63,0.57,7.67,0,TRUE
8.63,1.81,0.92,7.12,50,TRUE
7.12,4.99,0.57,7.82,0,TRUE
7.5,3.73,0.85,6.7,25,TRUE
6.86,4.96,0.54,7.94,0,TRUE
6.77,4.35,0.83,7.9,0,TRUE
6.93,3.53,0.87,7.4,25,TRUE
6.58,1.77,0.68,6.59,0,TRUE
7.15,2.28,18.58,7.35,50,FALSE
7.64,1.35,0.95,7.89,50,TRUE
8.11,2.26,0.71,6.71,0,TRUE
6.8,3.22,0.99,7.74,0,TRUE
6.95,3.62,0.84,6.94,0,TRUE
6.25,2.78,0.76,7.98,25,TRUE
7.76,3.63,0.71,7.32,0,TRUE
7.1,2.08,0.91,6.62,0,TRUE
6.82,1.83,0.73,7.06,25,TRUE
6.94,3.46,0.59,7.67,0,TRUE
8.46,3.83,0.93,7.62,0,TRUE
7.12,2.8,0.88,7.93,0,TRUE
8.38,1.9,0.95,7.48,50,TRUE
6.82,19.72,0.57,7.9,50,FALSE
7.16,2.24,0.68,7.7,0,TRUE
6.34,1.37,0.74,6.81,25,TRUE
6.86,3.44,0.73,6.88,25,TRUE
8.03,1.1,0.96,7.3,50,TRUE
7.16,2.43,0.52,7.78,25,TRUE
7.08,3.86,0.66,7.53,50,TRUE
6.43,1.16,0.76,7.88,25,TRUE
6.22,2.58,0.54,7.75,25,TRUE
8.31,3.63,0.79,6.84,0,TRUE
6.71,2.65,0.79,7.14,0,TRUE
8.53,2.37,0.59,6.82,50,TRUE
6.51,4.71,0.54,7.57,0,TRUE
7.82,3.88,0.56,7.09,25,FALSE
7.08,1.04,0.56,7.42,25,TRUE
7.04,1.34,0.75,7.95,0,TRUE
8.42,3.07,0.6,7.02,0,TRUE
7.5,2.6,0.93,7.34,50,TRUE
8.49,1.26,0.67,6.67,50,TRUE
8.21,3.68,0.98,7.62,0,TRUE
7.65,1.76,0.6,7.7,0,TRUE
7.12,2.75,0.55,6.79,50,TRUE
6.97,4.49,0.9,6.7,25,TRUE
7.12,3.51,0.93,7.25,25,TRUE
7.19,2.85,0.63,7.58,50,TRUE
7.73,1.54,0.72,7.15,0,TRUE
7.77,2.33,0.68,6.71,25,FALSE
7.64,3.36,0.67,7.05,25,TRUE
7.61,1.15,0.96,7.31,50,TRUE
6.39,1.37,0.92,7.06,25,TRUE
7.88,3.34,0.73,7.65,0,TRUE
6.52,3.97,0.65,6.88,25,TRUE
6.59,4.49,0.87,7.51,0,TRUE
6.39,2.73,0.77,7.8,25,TRUE
8.51,3.37,0.81,7.56,50,TRUE
7.75,3.94,0.77,7.88,25,TRUE
7.1,1.41,0.55,7.17,50,TRUE
8.95,4.65,0.52,7.49,50,TRUE
7.73,4.16,0.62,7.23,25,TRUE
7.57,13.14,0.95,7.6,50,FALSE
6.44,1.39,0.5,6.8,25,TRUE
8.36,4.45,0.85,7.02,0,TRUE
6.84,1.99,0.94,6.52,0,TRUE
6.92,1.34,0.95,7.29,25,TRUE
7.48,4.11,0.56,6.64,25,TRUE
7.52,3.28,0.87,7.0,0,TRUE
7.43,2.17,0.91,7.58,50,TRUE
